locality,property_type,area_sqft,age_years,metro_km,amenities,txn_year,price
"Vasant Kunj, Delhi",Independent House,1325.0,6,1.2,"parking, power backup, club",2022,25413000.0
"Pitampura, Delhi",Flat / Apartment,435.0,23,1.8,"lift, parking, park-facing, gym, security, power backup",2021,2893000.0
"Sector 56, Gurugram",Flat / Apartment,889.0,15,3.8,"parking, park-facing, power backup",2024,8104000.0
"Pitampura, Delhi",Flat / Apartment,1418.0,29,1.7,"security, power backup",2020,8104000.0
"Janakpuri, Delhi",Flat / Apartment,1342.0,15,0.8,"park-facing, power backup, club",2020,10987000.0
"Sector 15, Faridabad",Villa,2031.0,3,1.8,"gym, power backup",2019,9876000.0
"Saket, Delhi",Builder Floor,1732.0,12,1.9,"lift, park-facing, gym, club",2023,28129000.0
"Mayur Vihar, Delhi",Independent House,1719.0,2,1.2,"security, club",2024,22102000.0
"Mayur Vihar, Delhi",Flat / Apartment,1202.0,6,1.7,"lift, security, power backup",2020,9035000.0
"Pitampura, Delhi",Flat / Apartment,1795.0,16,2.4,,2022,11553000.0
"Indirapuram, Ghaziabad",Builder Floor,897.0,27,0.4,"parking, security",2022,4240000.0
"Vasant Kunj, Delhi",Flat / Apartment,1736.0,18,1.9,"lift, park-facing, gym, security, power backup, club",2021,23508000.0
"Sector 15, Faridabad",Flat / Apartment,1173.0,10,8.9,gym,2021,4154000.0
"Lajpat Nagar, Delhi",Flat / Apartment,648.0,19,2.8,"lift, parking, park-facing, power backup, club",2024,7713000.0
"Mayur Vihar, Delhi",Builder Floor,1567.0,7,3.8,"park-facing, club",2024,13695000.0
"Pitampura, Delhi",Builder Floor,1929.0,2,5.3,"gym, club",2022,17234000.0
Greater Noida West,Flat / Apartment,1117.0,22,5.9,"park-facing, club",2021,3092000.0
"Janakpuri, Delhi",Independent House,2003.0,25,1.4,security,2024,19047000.0
"Vasant Kunj, Delhi",Flat / Apartment,555.0,18,0.5,park-facing,2019,6416000.0
"Rohini, Delhi",Flat / Apartment,761.0,14,4.3,"lift, parking, security, power backup, club",2019,3293000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1234.0,13,1.8,"lift, parking",2023,13298000.0
"Indirapuram, Ghaziabad",Independent House,1133.0,11,1.9,"parking, security, power backup, club",2020,5899000.0
"Rohini, Delhi",Flat / Apartment,1000.0,29,3.2,"lift, parking, gym, club",2018,3996000.0
Greater Noida West,Flat / Apartment,1360.0,15,2.2,security,2021,3853000.0
"Mayur Vihar, Delhi",Flat / Apartment,1062.0,26,2.6,"park-facing, power backup",2024,7897000.0
"Dwarka, Delhi",Builder Floor,1138.0,1,2.8,"lift, parking",2019,6779000.0
"Vasant Kunj, Delhi",Independent House,1425.0,10,4.3,"lift, gym, club",2024,26539000.0
"Mayur Vihar, Delhi",Flat / Apartment,1000.0,6,3.0,gym,2022,8441000.0
"Lajpat Nagar, Delhi",Villa,1252.0,3,0.9,"gym, club",2024,22687000.0
"Dwarka, Delhi",Flat / Apartment,1010.0,29,0.8,"lift, parking, park-facing, club",2023,5513000.0
"Sector 56, Gurugram",Flat / Apartment,757.0,1,1.3,park-facing,2024,8143000.0
"Sector 56, Gurugram",Builder Floor,1644.0,16,2.8,"lift, parking, power backup",2019,12204000.0
"Dwarka, Delhi",Builder Floor,2069.0,6,0.9,park-facing,2021,14228000.0
"Vasant Kunj, Delhi",Flat / Apartment,1779.0,2,0.9,"park-facing, security, power backup",2020,24144000.0
"Vasant Kunj, Delhi",Builder Floor,1449.0,29,2.7,"parking, club",2022,18592000.0
"Sector 56, Gurugram",Flat / Apartment,1011.0,8,1.4,power backup,2024,9228000.0
"Sector 62, Noida",Builder Floor,1171.0,10,5.6,"lift, parking, park-facing, club",2022,7525000.0
"Sector 62, Noida",Builder Floor,1776.0,5,1.5,"park-facing, security",2022,11944000.0
"Sector 15, Faridabad",Villa,350.0,20,3.6,"security, power backup, club",2023,1922000.0
"Sector 62, Noida",Flat / Apartment,1137.0,27,2.0,"park-facing, security",2022,5568000.0
"Lajpat Nagar, Delhi",Builder Floor,1630.0,10,0.8,gym,2018,13015000.0
"Dwarka, Delhi",Builder Floor,788.0,24,1.4,"parking, security",2023,5023000.0
"Mayur Vihar, Delhi",Flat / Apartment,1491.0,12,2.1,"parking, park-facing, power backup",2021,10856000.0
Greater Noida West,Flat / Apartment,1470.0,16,1.4,lift,2019,4034000.0
"Sector 15, Faridabad",Villa,646.0,24,5.2,"park-facing, gym, club",2019,2861000.0
"Saket, Delhi",Flat / Apartment,1339.0,28,1.0,"lift, gym, security, club",2023,16877000.0
"Vasant Kunj, Delhi",Independent House,1022.0,18,1.6,"parking, security, power backup",2023,17709000.0
"Rohini, Delhi",Flat / Apartment,1487.0,11,2.9,"lift, park-facing, gym, club",2024,9962000.0
"Dwarka, Delhi",Independent House,1601.0,14,6.8,"lift, park-facing",2019,9409000.0
"Mayur Vihar, Delhi",Flat / Apartment,1480.0,25,3.2,"lift, parking, park-facing, security, power backup, club",2024,11357000.0
"Mayur Vihar, Delhi",Villa,1333.0,10,2.8,"parking, gym, club",2019,12962000.0
"Lajpat Nagar, Delhi",Builder Floor,1430.0,14,3.9,"lift, parking, park-facing, power backup",2018,13498000.0
"Lajpat Nagar, Delhi",Flat / Apartment,771.0,23,4.6,"park-facing, club",2019,6267000.0
"Indirapuram, Ghaziabad",Builder Floor,1286.0,25,5.3,"parking, park-facing, gym, security",2019,4769000.0
"Janakpuri, Delhi",Builder Floor,942.0,13,3.2,"lift, parking",2018,6740000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1764.0,27,2.5,"lift, parking, club",2018,5900000.0
"Sector 15, Faridabad",Flat / Apartment,1607.0,25,1.1,gym,2018,4266000.0
"Lajpat Nagar, Delhi",Builder Floor,1606.0,13,2.7,"parking, park-facing, gym, power backup, club",2020,16337000.0
"Saket, Delhi",Builder Floor,2071.0,8,5.9,"parking, park-facing",2018,23296000.0
"Sector 15, Faridabad",Flat / Apartment,1152.0,5,0.2,"gym, security",2020,4123000.0
"Sector 56, Gurugram",Independent House,1053.0,3,,"security, power backup, club",2021,10749000.0
"Vasant Kunj, Delhi",Flat / Apartment,1141.0,5,2.5,"parking, gym, power backup, club",2022,16843000.0
"Sector 56, Gurugram",Flat / Apartment,579.0,2,4.2,security,2019,4407000.0
"Pitampura, Delhi",Builder Floor,614.0,8,3.3,"gym, power backup",2019,4053000.0
Greater Noida West,Flat / Apartment,1579.0,29,2.3,"lift, gym, security, club",2023,4801000.0
"Vasant Kunj, Delhi",Flat / Apartment,672.0,6,2.5,"park-facing, gym, security, power backup, club",2022,9583000.0
"Sector 15, Faridabad",Flat / Apartment,816.0,11,3.5,"lift, park-facing, security, club",2020,2756000.0
"Sector 15, Faridabad",Flat / Apartment,1254.0,11,1.1,"park-facing, gym, power backup, club",2024,5047000.0
"Saket, Delhi",Flat / Apartment,1114.0,15,2.3,"parking, security, power backup, club",2021,14273000.0
"Saket, Delhi",Builder Floor,1699.0,15,3.2,"lift, security, club",2018,17668000.0
"Pitampura, Delhi",Flat / Apartment,1327.0,17,3.8,"parking, park-facing, club",2018,7876000.0
"Rohini, Delhi",Independent House,941.0,2,3.5,"lift, power backup",2019,5697000.0
"Vasant Kunj, Delhi",Builder Floor,1737.0,9,1.8,"parking, park-facing, club",2020,26862000.0
"Janakpuri, Delhi",Flat / Apartment,1628.0,27,2.4,power backup,2019,10319000.0
"Sector 15, Faridabad",Flat / Apartment,665.0,29,0.8,"gym, power backup",2023,2128000.0
"Sector 15, Faridabad",Independent House,1414.0,0,4.7,"gym, security, club",2024,7228000.0
"Dwarka, Delhi",Flat / Apartment,978.0,18,2.7,"lift, gym, power backup",2021,5279000.0
Greater Noida West,Flat / Apartment,966.0,4,2.4,"park-facing, gym, power backup",2022,3495000.0
"Dwarka, Delhi",Independent House,2141.0,16,2.4,"lift, park-facing, gym, club",2024,17897000.0
"Sector 62, Noida",Builder Floor,1356.0,0,2.0,"parking, park-facing, power backup, club",2020,8957000.0
"Indirapuram, Ghaziabad",Builder Floor,1202.0,22,3.8,"parking, club",2022,5109000.0
Greater Noida West,Flat / Apartment,1338.0,29,2.4,"parking, power backup, club",2020,3303000.0
"Saket, Delhi",Flat / Apartment,1693.0,3,1.0,"parking, park-facing, power backup",2024,26253000.0
Greater Noida West,Flat / Apartment,984.0,12,1.3,"parking, security, power backup",2023,3756000.0
"Dwarka, Delhi",Builder Floor,1061.0,5,0.7,lift,2022,7741000.0
"Pitampura, Delhi",Flat / Apartment,1596.0,5,5.8,"parking, gym, club",2023,11882000.0
"Pitampura, Delhi",Flat / Apartment,618.0,23,2.1,"lift, parking, gym",2023,4284000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1746.0,3,6.2,"lift, park-facing, power backup",2020,16849000.0
"Rohini, Delhi",Builder Floor,578.0,3,2.6,gym,2021,3172000.0
"Indirapuram, Ghaziabad",Builder Floor,1189.0,11,1.7,"parking, park-facing, club",2019,5430000.0
"Lajpat Nagar, Delhi",Flat / Apartment,581.0,9,2.0,"lift, park-facing, gym, club",2019,5130000.0
"Sector 56, Gurugram",Flat / Apartment,825.0,29,2.6,"park-facing, power backup",2024,7116000.0
"Janakpuri, Delhi",Flat / Apartment,1884.0,11,1.1,power backup,2019,12992000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1770.0,16,0.8,"park-facing, club",2023,21301000.0
Greater Noida West,Flat / Apartment,1818.0,3,4.4,"lift, security",2022,6475000.0
"Dwarka, Delhi",Flat / Apartment,648.0,10,1.7,"parking, park-facing, gym, security, power backup",2018,3310000.0
"Sector 62, Noida",Builder Floor,827.0,6,6.3,"park-facing, gym, security, power backup",2023,5783000.0
"Sector 62, Noida",Independent House,1453.0,10,3.3,"park-facing, power backup",2021,9470000.0
"Lajpat Nagar, Delhi",Villa,1622.0,9,1.6,"parking, gym, club",2019,20748000.0
"Vasant Kunj, Delhi",Villa,940.0,3,7.8,"security, power backup",2018,13789000.0
"Rohini, Delhi",Flat / Apartment,1039.0,16,4.6,"lift, gym",2023,5015000.0
"Sector 15, Faridabad",Flat / Apartment,791.0,15,0.6,,2021,2831000.0
"Sector 15, Faridabad",Flat / Apartment,2046.0,15,1.2,"lift, parking, gym, security, club",2021,8578000.0
"Vasant Kunj, Delhi",Builder Floor,1086.0,12,1.9,"lift, parking, security, club",2024,20277000.0
"Rohini, Delhi",Flat / Apartment,1314.0,15,7.2,"parking, park-facing, gym",2024,7614000.0
"Dwarka, Delhi",Flat / Apartment,1338.0,21,0.4,"lift, parking",2018,5847000.0
"Rohini, Delhi",Flat / Apartment,1798.0,7,2.9,"lift, parking, security",2019,8269000.0
"Indirapuram, Ghaziabad",Flat / Apartment,871.0,5,9.0,"park-facing, power backup, club",2020,4044000.0
Greater Noida West,Builder Floor,1826.0,20,2.0,parking,2020,5350000.0
"Dwarka, Delhi",Builder Floor,725.0,4,2.8,"power backup, club",2021,4507000.0
"Sector 62, Noida",Flat / Apartment,1825.0,10,1.7,"lift, parking, park-facing, security, club",2023,13712000.0
"Saket, Delhi",Independent House,528.0,17,1.2,"parking, park-facing, power backup",2019,6511000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1253.0,17,3.7,security,2020,10194000.0
"Mayur Vihar, Delhi",Flat / Apartment,2031.0,22,,gym,2018,11373000.0
"Sector 62, Noida",Flat / Apartment,1614.0,14,3.1,club,2018,6433000.0
Greater Noida West,Builder Floor,1490.0,14,1.5,club,2019,4452000.0
"Rohini, Delhi",Builder Floor,828.0,1,3.1,,2022,4867000.0
"Saket, Delhi",Flat / Apartment,969.0,23,0.6,"park-facing, power backup, club",2020,10900000.0
"Vasant Kunj, Delhi",Villa,1905.0,7,3.3,"park-facing, gym, power backup",2019,34434000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1513.0,25,1.1,"park-facing, security",2020,12516000.0
"Sector 15, Faridabad",Flat / Apartment,1701.0,19,1.1,"lift, park-facing, gym, security",2024,7170000.0
"Indirapuram, Ghaziabad",Builder Floor,1333.0,27,6.0,"lift, park-facing, security",2024,6876000.0
"Lajpat Nagar, Delhi",Villa,1173.0,26,0.1,parking,2022,18392000.0
"Sector 15, Faridabad",Builder Floor,1645.0,11,1.9,"park-facing, gym, security",2024,8316000.0
"Pitampura, Delhi",Villa,1417.0,11,0.6,"parking, club",2024,16684000.0
"Pitampura, Delhi",Flat / Apartment,1224.0,27,2.5,"parking, gym, security, power backup, club",2022,8000000.0
"Janakpuri, Delhi",Builder Floor,664.0,26,1.2,"parking, park-facing, club",2023,6705000.0
"Dwarka, Delhi",Independent House,1729.0,21,0.7,"lift, club",2018,9351000.0
"Sector 15, Faridabad",Flat / Apartment,1498.0,27,1.7,power backup,2019,3969000.0
"Rohini, Delhi",Flat / Apartment,1027.0,18,,"security, club",2018,3555000.0
"Saket, Delhi",Villa,1831.0,0,1.0,"lift, parking, power backup, club",2023,44522000.0
"Saket, Delhi",Flat / Apartment,1410.0,16,3.4,"lift, park-facing, power backup",2022,17492000.0
"Vasant Kunj, Delhi",Flat / Apartment,1419.0,11,0.6,"lift, parking, park-facing, power backup",2021,19803000.0
"Dwarka, Delhi",Independent House,1698.0,0,2.6,"lift, parking, gym",2022,13897000.0
"Rohini, Delhi",Independent House,1601.0,16,1.9,"parking, club",2024,11463000.0
"Sector 56, Gurugram",Villa,1432.0,16,1.2,,2019,14931000.0
"Sector 15, Faridabad",Independent House,1215.0,21,3.4,"parking, park-facing, gym, security",2023,5431000.0
"Dwarka, Delhi",Flat / Apartment,2193.0,23,6.4,"parking, park-facing, gym",2024,13472000.0
"Vasant Kunj, Delhi",Villa,970.0,9,2.1,"lift, parking, park-facing, security",2023,24622000.0
"Pitampura, Delhi",Flat / Apartment,1636.0,29,2.2,"power backup, club",2023,9653000.0
"Sector 15, Faridabad",Builder Floor,1262.0,13,0.8,"gym, security",2023,5783000.0
"Sector 62, Noida",Flat / Apartment,1505.0,12,0.6,"parking, power backup",2019,7473000.0
"Sector 62, Noida",Independent House,1855.0,5,2.0,"lift, gym, power backup",2019,12264000.0
"Mayur Vihar, Delhi",Builder Floor,1160.0,29,0.4,"lift, park-facing, gym, security, power backup",2024,9482000.0
"Janakpuri, Delhi",Independent House,1571.0,11,0.3,"lift, security, club",2019,14711000.0
"Saket, Delhi",Flat / Apartment,1420.0,5,2.9,"parking, power backup, club",2023,20945000.0
Greater Noida West,Flat / Apartment,1011.0,25,0.6,"park-facing, security, power backup, club",2021,2847000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1866.0,28,3.0,security,2024,7693000.0
"Rohini, Delhi",Flat / Apartment,1620.0,6,4.8,"gym, security, power backup",2019,8206000.0
"Sector 62, Noida",Builder Floor,1104.0,17,2.7,"lift, parking, park-facing, security, club",2024,7196000.0
"Dwarka, Delhi",Flat / Apartment,1797.0,27,0.5,"lift, park-facing, gym",2024,10562000.0
"Sector 62, Noida",Builder Floor,926.0,19,7.9,"parking, gym, security, club",2018,4361000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1287.0,13,2.3,"lift, gym, security, club",2022,5825000.0
"Dwarka, Delhi",Flat / Apartment,1107.0,17,2.1,"lift, power backup",2021,6918000.0
"Janakpuri, Delhi",Builder Floor,1638.0,3,1.9,"lift, parking, park-facing, gym, power backup, club",2021,18292000.0
"Dwarka, Delhi",Flat / Apartment,1084.0,29,1.2,"park-facing, gym, security, club",2018,4288000.0
"Mayur Vihar, Delhi",Flat / Apartment,1641.0,15,0.8,security,2022,10860000.0
"Sector 15, Faridabad",Flat / Apartment,1568.0,1,0.1,"parking, park-facing, gym, security",2020,52208000.0
"Dwarka, Delhi",Flat / Apartment,1131.0,10,0.6,"gym, club",2021,6760000.0
"Janakpuri, Delhi",Builder Floor,2123.0,12,1.7,"power backup, club",2020,18746000.0
"Sector 15, Faridabad",Flat / Apartment,965.0,29,2.9,"lift, power backup",2023,2952000.0
"Vasant Kunj, Delhi",Flat / Apartment,666.0,26,0.9,"lift, parking, gym, power backup",2021,8449000.0
"Dwarka, Delhi",Builder Floor,1685.0,9,2.6,"lift, parking, power backup",2021,11135000.0
"Pitampura, Delhi",Flat / Apartment,350.0,5,1.6,"parking, park-facing, power backup",2023,2976000.0
"Pitampura, Delhi",Builder Floor,1971.0,1,2.0,"gym, security",2018,11993000.0
"Sector 56, Gurugram",Flat / Apartment,1346.0,17,4.0,"parking, park-facing, gym, power backup, club",2019,9915000.0
"Lajpat Nagar, Delhi",Villa,658.0,13,2.6,"security, club",2019,7649000.0
"Sector 15, Faridabad",Flat / Apartment,873.0,15,3.0,"lift, parking, park-facing, security",2021,3790000.0
"Pitampura, Delhi",Flat / Apartment,565.0,8,8.4,"lift, power backup, club",2018,3190000.0
"Vasant Kunj, Delhi",Independent House,1472.0,24,0.9,power backup,2023,23916000.0
"Sector 15, Faridabad",Builder Floor,703.0,15,3.7,"lift, security, club",2022,2750000.0
"Sector 15, Faridabad",Builder Floor,1526.0,27,3.0,"park-facing, gym",2021,5010000.0
"Pitampura, Delhi",Independent House,1163.0,7,3.0,security,2020,8944000.0
"Rohini, Delhi",Flat / Apartment,1086.0,7,2.4,,2019,4806000.0
"Mayur Vihar, Delhi",Independent House,1529.0,17,2.8,"parking, park-facing, power backup, club",2024,16914000.0
"Mayur Vihar, Delhi",Builder Floor,1581.0,20,1.7,"gym, club",2021,12243000.0
"Dwarka, Delhi",Flat / Apartment,1816.0,8,2.2,"gym, power backup, club",2021,10595000.0
"Sector 56, Gurugram",Flat / Apartment,1015.0,16,4.4,"park-facing, club",2018,6423000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1287.0,15,1.3,"lift, club",2019,4935000.0
"Dwarka, Delhi",Villa,1014.0,19,1.4,"lift, parking, power backup, club",2021,8897000.0
"Sector 62, Noida",Flat / Apartment,1373.0,19,2.9,"lift, parking, gym, security, club",2021,7111000.0
"Dwarka, Delhi",Flat / Apartment,950.0,6,2.7,"lift, parking, security, power backup",2021,5308000.0
"Sector 62, Noida",Builder Floor,1109.0,3,1.6,,2018,5474000.0
"Janakpuri, Delhi",Builder Floor,1111.0,8,2.9,"lift, gym",2019,9414000.0
"Rohini, Delhi",Flat / Apartment,1432.0,3,2.9,"lift, security, club",2020,7262000.0
"Sector 15, Faridabad",Independent House,1301.0,16,7.6,"lift, park-facing",2019,38784000.0
"Saket, Delhi",Flat / Apartment,1528.0,15,9.2,"power backup, club",2018,13793000.0
"Mayur Vihar, Delhi",Independent House,1252.0,0,10.2,"lift, parking, park-facing, power backup",2018,10823000.0
"Saket, Delhi",Flat / Apartment,1039.0,24,2.9,parking,2024,12020000.0
"Sector 15, Faridabad",Flat / Apartment,1386.0,21,4.0,club,2024,4821000.0
"Sector 62, Noida",Builder Floor,887.0,13,2.8,power backup,2023,5457000.0
"Indirapuram, Ghaziabad",Flat / Apartment,1556.0,4,2.0,"park-facing, power backup",2018,5950000.0
"Janakpuri, Delhi",Flat / Apartment,1172.0,4,3.0,"park-facing, gym, power backup",2022,10361000.0
"Pitampura, Delhi",Flat / Apartment,1392.0,27,2.0,"lift, parking, security, power backup, club",2024,10971000.0
"Sector 56, Gurugram",Independent House,1399.0,7,2.3,"lift, gym",2018,12129000.0
"Indirapuram, Ghaziabad",Independent House,2021.0,25,2.1,"gym, club",2024,10905000.0
Greater Noida West,Independent House,1472.0,19,2.1,"lift, parking, power backup",2022,5869000.0
"Rohini, Delhi",Villa,1333.0,18,1.3,"lift, parking, park-facing, gym, security, power backup",2022,12528000.0
"Sector 56, Gurugram",Independent House,988.0,25,3.8,"lift, gym, club",2019,8104000.0
"Dwarka, Delhi",Flat / Apartment,1661.0,26,3.0,"lift, parking, gym, power backup",2024,9595000.0
"Vasant Kunj, Delhi",Flat / Apartment,1178.0,8,1.3,"lift, power backup",2024,19878000.0
"Indirapuram, Ghaziabad",Independent House,614.0,29,2.1,parking,2021,2774000.0
"Vasant Kunj, Delhi",Villa,1212.0,3,0.9,"lift, parking, park-facing, security, power backup",2021,29656000.0
"Indirapuram, Ghaziabad",Villa,1386.0,23,2.5,"park-facing, gym",2018,7237000.0
"Pitampura, Delhi",Independent House,932.0,11,4.4,club,2018,5946000.0
"Vasant Kunj, Delhi",Flat / Apartment,1247.0,18,1.7,"parking, park-facing, security",2019,12559000.0
"Lajpat Nagar, Delhi",Villa,1268.0,25,3.7,club,2018,11170000.0
"Pitampura, Delhi",Villa,1275.0,13,2.1,"parking, security",2024,14751000.0
"Sector 62, Noida",Builder Floor,1856.0,2,1.8,"parking, security",2020,11293000.0
"Mayur Vihar, Delhi",Independent House,710.0,24,1.2,gym,2023,6238000.0
"Sector 15, Faridabad",Builder Floor,2215.0,3,1.9,"gym, security",2020,9178000.0
Greater Noida West,Villa,1285.0,21,3.8,"park-facing, power backup, club",2024,7755000.0
"Sector 62, Noida",Flat / Apartment,1561.0,13,2.8,"park-facing, power backup, club",2021,8721000.0
"Mayur Vihar, Delhi",Independent House,1358.0,14,1.0,"parking, gym, security",2020,10615000.0
"Vasant Kunj, Delhi",Flat / Apartment,523.0,7,3.1,"lift, gym",2018,6035000.0
"Janakpuri, Delhi",Flat / Apartment,825.0,15,2.5,"lift, park-facing, gym, club",2019,5936000.0
"Dwarka, Delhi",Flat / Apartment,1064.0,5,0.9,"security, club",2019,6173000.0
"Lajpat Nagar, Delhi",Flat / Apartment,1747.0,6,0.7,"gym, security, power backup, club",2019,18076000.0
"Sector 15, Faridabad",Flat / Apartment,677.0,14,0.7,"park-facing, power backup, club",2020,2308000.0
"Janakpuri, Delhi",Villa,915.0,23,4.0,"park-facing, security, power backup, club",2023,10702000.0
"Dwarka, Delhi",Builder Floor,1374.0,15,0.9,"lift, security, power backup, club",2022,9938000.0
